date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:10:36	19149/19149	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2015:10:35%20GMT	https://aivocalremover.com/	C:/My%20Web%20Sites/removevocal/aivocalremover.com/index.html	(from )
22:10:36	761/761	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Nov%202021%2015:10:35%20GMT	https://aivocalremover.com/robots.txt		(from )
22:10:37	62621/62621	---M--	200	added ('OK')	image/jpeg	etag:W/%2262621-1627412306000%22	https://aivocalremover.com/template/img/officialimage.jpg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/img/officialimage.jpg	(from https://aivocalremover.com/)
22:10:37	160409/160409	---MCZ	200	added ('OK')	text/css	etag:W/%22160409-1627412306000-gzip%22	https://aivocalremover.com/template/vendor/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/bootstrap/css/bootstrap.min.css	(from https://aivocalremover.com/)
22:10:38	13740/13740	---M-Z	200	added ('OK')	text/css	etag:W/%2213740-1627412306000-gzip%22	https://aivocalremover.com/template/vendor/simple-line-icons/css/simple-line-icons.css	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/simple-line-icons/css/simple-line-icons.css	(from https://aivocalremover.com/)
22:10:38	58939/58939	---MCZ	200	added ('OK')	text/css	etag:W/%2258939-1627412306000-gzip%22	https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css	(from https://aivocalremover.com/)
22:10:38	1880/1880	---M-Z	200	added ('OK')	text/css	etag:W/%221880-1627412306000-gzip%22	https://aivocalremover.com/template/css/landing-page.min.css	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/css/landing-page.min.css	(from https://aivocalremover.com/)
22:10:38	13182/13182	---M-Z	200	added ('OK')	text/css	etag:W/%2213182-1627412306000-gzip%22	https://aivocalremover.com/template/css/dropzone.css	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/css/dropzone.css	(from https://aivocalremover.com/)
22:10:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Nov%202021%2015:10:39%20GMT	http://clevernt.com/scripts/19e14edbe399a4f1c5a091dd62b4c44e.min.js?20210416=	C:/My%20Web%20Sites/removevocal/clevernt.com/scripts/19e14edbe399a4f1c5a091dd62b4c44e.min.7c1e4.delayed	(from https://aivocalremover.com/)
22:10:39	146731/146731	---MC-	200	added ('OK')	text/javascript	date:Wed,%2024%20Nov%202021%2015:10:39%20GMT	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/My%20Web%20Sites/removevocal/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://aivocalremover.com/)
22:10:39	119194/119194	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a6ccb3de6be1a53f9647b850684269f5%22	https://clevernt.com/scripts/19e14edbe399a4f1c5a091dd62b4c44e.min.js?20210416=	C:/My%20Web%20Sites/removevocal/clevernt.com/scripts/19e14edbe399a4f1c5a091dd62b4c44e.minc1e4.js	(from https://aivocalremover.com/)
22:10:42	33315/33315	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2015:10:40%20GMT	http://gadsabs.com/c8/3a/b6/c83ab685e09c8fa6e7de3ac1a0604dff.js	C:/My%20Web%20Sites/removevocal/gadsabs.com/c8/3a/b6/c83ab685e09c8fa6e7de3ac1a0604dff.js	(from https://aivocalremover.com/)
22:10:42	13957/13957	---M--	200	added ('OK')	image/png	etag:W/%2213957-1627412306000%22	https://aivocalremover.com/template/img/playstore.png	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/img/playstore.png	(from https://aivocalremover.com/)
22:10:43	95881/95881	---M--	200	added ('OK')	image/jpeg	etag:W/%2295881-1627412306000%22	https://aivocalremover.com/template/img/bg-showcase-1.jpg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/img/bg-showcase-1.jpg	(from https://aivocalremover.com/)
22:10:43	78595/78595	---M--	200	added ('OK')	image/jpeg	etag:W/%2278595-1627412306000%22	https://aivocalremover.com/template/img/bg-showcase-2.jpg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/img/bg-showcase-2.jpg	(from https://aivocalremover.com/)
22:10:43	89478/89478	---MCZ	200	added ('OK')	application/javascript	etag:W/%2289478-1627412306000-gzip%22	https://aivocalremover.com/template/vendor/jquery/jquery.min.js	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/jquery/jquery.min.js	(from https://aivocalremover.com/)
22:10:44	81090/81090	---MCZ	200	added ('OK')	application/javascript	etag:W/%2281090-1627412306000-gzip%22	https://aivocalremover.com/template/vendor/bootstrap/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://aivocalremover.com/)
22:10:44	314857/314857	---M--	200	added ('OK')	image/jpeg	etag:W/%22314857-1627412306000%22	https://aivocalremover.com/template/img/bg-showcase-3.jpg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/img/bg-showcase-3.jpg	(from https://aivocalremover.com/)
22:10:44	138467/138467	---MCZ	200	added ('OK')	application/javascript	etag:W/%22138467-1627412306000-gzip%22	https://aivocalremover.com/template/dropzone.js	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/dropzone.js	(from https://aivocalremover.com/)
22:10:44	134878/134878	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22134878-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400d41d.eot	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:45	134878/134878	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22134878-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.eot	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:45	77444/77444	---M--	200	added ('OK')	font/woff2	etag:W/%2277444-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.woff2	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:45	90872/90872	---M--	200	added ('OK')	font/woff	etag:W/%2290872-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.woff	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:45	134572/134572	---M--	200	added ('OK')	font/ttf	etag:W/%22134572-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.ttf	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:45	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2234390-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.eot	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:46	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2234390-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400d41d.eot	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:46	732958/732958	---M--	200	added ('OK')	image/svg+xml	etag:W/%22732958-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-brands-400.svg	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:46	13596/13596	---M--	200	added ('OK')	font/woff2	etag:W/%2213596-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.woff2	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:46	16800/16800	---M--	200	added ('OK')	font/woff	etag:W/%2216800-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.woff	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:47	34092/34092	---M--	200	added ('OK')	font/ttf	etag:W/%2234092-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.ttf	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:47	145125/145125	---M--	200	added ('OK')	image/svg+xml	etag:W/%22145125-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-regular-400.svg	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:48	204866/204866	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22204866-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.eot	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:48	80328/80328	---M--	200	added ('OK')	font/woff2	etag:W/%2280328-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.woff2	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:48	204866/204866	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22204866-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900d41d.eot	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:49	104252/104252	---M--	200	added ('OK')	font/woff	etag:W/%22104252-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.woff	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:49	204580/204580	---M--	200	added ('OK')	font/ttf	etag:W/%22204580-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.ttf	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
22:10:49	30064/30064	---M--	200	added ('OK')	font/woff2	etag:W/%2230064-1627412306000%22	https://aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Icons.woff2?v=2.4.0	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.woff2	(from https://aivocalremover.com/template/vendor/simple-line-icons/css/simple-line-icons.css)
22:10:49	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2254266-1627412306000%22	https://aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.eot	(from https://aivocalremover.com/template/vendor/simple-line-icons/css/simple-line-icons.css)
22:10:49	54056/54056	---M--	200	added ('OK')	font/ttf	etag:W/%2254056-1627412306000%22	https://aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Icons.ttf?v=2.4.0	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.ttf	(from https://aivocalremover.com/template/vendor/simple-line-icons/css/simple-line-icons.css)
22:10:50	81332/81332	---M--	200	added ('OK')	font/woff	etag:W/%2281332-1627412306000%22	https://aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Icons.woff?v=2.4.0	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.woff	(from https://aivocalremover.com/template/vendor/simple-line-icons/css/simple-line-icons.css)
22:10:51	46307/46307	---M--	200	added ('OK')	image/jpeg	etag:W/%2246307-1627412306000%22	https://aivocalremover.com/template/img/bg-masthead.jpg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/img/bg-masthead.jpg	(from https://aivocalremover.com/template/css/landing-page.min.css)
22:10:51	239245/239245	---M--	200	added ('OK')	image/svg+xml	etag:W/%22239245-1627412306000%22	https://aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Icons.svg?v=2.4.0	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/simple-line-icons/fonts/Simple-Line-Iconsb26c.svg	(from https://aivocalremover.com/template/vendor/simple-line-icons/css/simple-line-icons.css)
22:10:52	915710/915710	---M--	200	added ('OK')	image/svg+xml	etag:W/%22915710-1627412306000%22	https://aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/removevocal/aivocalremover.com/template/vendor/fontawesome-free/webfonts/fa-solid-900.svg	(from https://aivocalremover.com/template/vendor/fontawesome-free/css/all.min.css)
